audio,caption
bskbJDL2ZBU-89.55.wav,لقيت الاهتمام عليه على الراس والعين نمشي نقراه وندير عليه شي فيديو غنبداو بلبارتي اللولة علاش غتفيق مع الخمسة ولكن باش نفهمو وبعدا راه ماشي ضروري تفيق في الصباح بكري بزاف تقدر تفيق مع التمنية التسعود 
bskbJDL2ZBU-104.05.wav,ترا قاع ودير داكشي اللي ما قدرش يديرو واحد فايق مع الربعة ولكن الفياق بكري مزيان يعني هاد الخمسة د الصباح مزيان تفيق فيها ولكن ماشي ضروري 
bskbJDL2ZBU-114.05.wav,ودابا غنشوفو علاش مزيان هادي غا باش نبقاو متفاهمين حيت كاينين بزاف كيقولو لك بلي ضروري خاصك تفيق في الصباح بكري ولكن لا اذن غنرجعو 
bskbJDL2ZBU-124.05.wav,اولا لا الأصل ديال البشرية غنرجعو ونشوفوك نتا ولا نتي كيفاش خدام واسمع هادي مزيان حيت هادي من بين اهم الحوايج اللي قلتهم
bskbJDL2ZBU-134.05.wav,دابا في اللحظة لي كتزاد فيها دماغك كيتزاد وعندو مهمة واحدة هي اخليك عايش لأطول مدة ممكنة كيتزاد على اساس انك باقي 
bskbJDL2ZBU-144.05.wav,عايش في العشر الحجري دماغك والجسد ديالك ما كيخدموش على اساس انك عايش في القرن واحد وعشرين الى اخره لا كيبقاو ديما كيشوفو بلي رانا كنعيشو 
bskbJDL2ZBU-154.05.wav,الكهوف وكنصيدو الحيوانات وكنهربو من الخطر يعني ايلا بغيتي تكون في اقصى القوة ديالك خاصك ترجع للأصل ديالك وغنعطيو مثال بالجوع دابا شحال 
bskbJDL2ZBU-164.05.wav,شحال هادي جدودنا كانوا كيدوزو النهار كامل بالجوع يعني ملي كيفيق في الصباح اول حاجة را هي كيمشي باش يصيد كيدوز النهار كامل وهو كيصيد ولا كيحرت باش فلخر 
bskbJDL2ZBU-174.05.wav,ديال النهار كيجيب الماكلة وكياكل ومن هنا منين جا الصيام هادشي علاش الصيام عندو فوائد كبيرة سواء الصيام المتقطع ولا الصيام د رمضان حيت 
bskbJDL2ZBU-184.05.wav,كيرجع الجسم للأصل ديالو وهو كيبقى النهار كامل بالجوع وحتى اللخر ديال نهار عاد كياكل وهادشي كينطابق على كاع الجوانب د الحياة الرياضة متلا 
bskbJDL2ZBU-194.05.wav,جدودنا شحال هادي ما كانوش كيصقرو النهار كامل وخونا كيجري باش يصيد النهار كامل هو كيهز فالتقل وكيهرب من الحيوانات هادشي اللي خلا الجسم انه يحتاج الرياضة 
bskbJDL2ZBU-204.05.wav,يخدم مزيان وهادشي علاش الناس شحال هادي في البداية ديال البشرية كانوا كيعيشو بزاف كانوا قويين الى اخره ما كان لا سكر لا كوليستيرول او ما كانوش كاع 
bskbJDL2ZBU-214.05.wav,كاع دوك الأمراض اللي كاينين دابا ولكن مع زاد شوية الوقت بنادم تقدم وولى كيدوز النهار كامل كياكل ولا كيدوز النهار كامل جالس فبيرو هادشي خلا الإنسان مايبقاش 
bskbJDL2ZBU-224.05.wav,الطبيعة ديالو وخلا الصحة ديالو طيح وواخا نعياو ما نتقدمو والعلم يوصل فينما وصل كتبقى اكثر حاجة بنادم خاصو يديرها باش يحافظ 
bskbJDL2ZBU-234.05.wav,صحتو هي يرجع للأصل ديالو هادي حقيقة علمية تابتة ودابا هاد رجل الكهف لي كنهضرو عليه دابا الا جينا نشوفو النعاس ديالو فكيفاش غيكون 
bskbJDL2ZBU-244.8.wav,جدودنا ما كانت عندهم لا بولا لا ضو لارم لا والو كان مع كيطيح الظلام وما مكيبقاوش يشوفو كيمشيو ينعسو ومع اول ظهور ديال الشمش كيفيقو يعني 
bskbJDL2ZBU-254.8.wav,الدماغ راه هادشي اللي مصايب على ودو وباش الدماغ يخدم مزيان راه هادشي اللي خاصو يكون وهادي واحد الحاجة اللي كان قالها الرسول صلى الله عليه وسلم حيت را فالإسلام كاينة 
bskbJDL2ZBU-264.8.wav,قضية ديال خاصك تنعس في الليل وتفيق في الصباح وفي المتوسط الصباح كيبدا مع الخمسة وخا هو كيطلع وكيهبط ولكن الخمسة هي المتوسط وانك تفيق كل نهار مع الخمسة واحد الحاجة اللي غتجي هي هاديك مع 
bskbJDL2ZBU-277.85.wav,اذن ملي انت ولا نتي كتفيق مع الخمسة فكتكون بديتي نهارك عن طريق انك تحقق اكثر حاجة محتاجها دماغك وهي يرجع للأصل ديالو 
bskbJDL2ZBU-287.85.wav,نزيدو نتعمقو كتر غادي نزيدو شوية القدام بالزمان او غنجيو للقرن واحد وعشرين وغنشوفو واحد القاعدة مهمة اللي كتقولك باش تقن شي مجال وتولي من الطوب فيه 
bskbJDL2ZBU-297.85.wav,خاصك تخدم وتعلم داك المجال لمدة عشر الاف ساعة يعني الى كل نهار دوزتي ربعة السوايع فمن بعد واحد العشر سنين غتكون كملتي 
bskbJDL2ZBU-307.85.wav,فساعة ولكن ايلا كنتي شي واحد كيقرا ولا شي واحد خدام فغالبا ما نهارك بدا مع ديك التمنية ولا تسعود وكيسالي مع ديك الخمسة في العشية. يعني قول وخاصك تفيق 
bskbJDL2ZBU-319.15.wav,مع السبعة وكتسالي نهارك مع السبعة وكتبقى لك ديك طناش لساعة ديالك هاد الروتين هذا هو الروتين ديال خمسة وتسعين في المئة ديال الناس في الكرة الأرضية ومن بين المقولات لي قالهم 
bskbJDL2ZBU-329.15.wav,الكاتب وعجبوني هي الا كنتي باغي نتا ولا نتي تكون من دوك الخمسة فالمية المتفوق فما خاصكش دير داكشي اللي كدير هو خمسة وتسعين فالمية وهاد الخمسة وتسعين فالمية 
bskbJDL2ZBU-339.15.wav,كاملين كيفيقو معطلين راه متصورش الوقت لي كيكون عندك ملي كتفيق مع الخمسة تقريبا الا كنتي كتبدا نهارك مع السبعة متلا 
bskbJDL2ZBU-349.15.wav,فكتكون عندك واحد جوج سوايع ديال الصباح ديالك بوحدك هاد جوج سوايع لا خدمتي فيها ولا قريتي فيها فغتكون زدتي جوج سوايع على الناس لخرين وبلا مانهضرو  
bskbJDL2ZBU-359.15.wav,نهضرو على السبت والحد حيت ملي كتفيق مع الخمسة نهار الحد فكتكون عندك تقريبا واحد ربعة السوايع كاملة ديالك ونقدر نقولك بلي الا كنتي واحل فديك 
bskbJDL2ZBU-369.15.wav,الخدمة ديال تمنية دالسوايع فالنهار ولا كنتي واحل فالقراية وكنتي باغي تخدم فالأنترنيت ولا باغي دير شي بزناس جانبي ولا المهم دير شي حاجة اخرى فأول حاجة خاصك دير 
bskbJDL2ZBU-379.15.wav,ديرها هي تفيق مع الخمسة د الصباح وراه ما بقاتش غير في الوقت راه في الصباح دماغنا كيكون خدام حسن من اي وقيتة خرى وهنا فين الكاتب غيبدا يهضر 
bskbJDL2ZBU-389.15.wav,على الدماغ وعلى شحال من حاجة اخرى ولي انا في نظري مغتنفعك فوالو حيت غالبا الى قلت لك هادشي مع غتسالي الفيديو غتمشي غتكون نسيتي كلشي ولكن غادي نهضر ليك على حاجة 
bskbJDL2ZBU-399.15.wav,وحدة ولي هي اهم حاجة فنظري خاصك تعرفها ولي هي مع الخمسة دالصباح هاد الوقيتة هادي الدماغ كيفرس الدوبامين كتر من اي فترة اخرى 
bskbJDL2ZBU-409.15.wav,الهرمون اللي مسؤول على الموتيفاسيون يعني في الصباح غادي تكون عندك واحد النوع ديال القوة وواحد اللهفة باش دير داكشي لي بغيتي حيت متلا مع الخمسة د العشية 
bskbJDL2ZBU-419.15.wav,فكرتي وقلتي خصني نجيب نقطة زوينة يعني خاصني نوض نقرا فتقدر تعكز تقدر تقول وا بلاتي شوية ودماغك غيجرك باش دير شي حاجة لي اسهل 
bskbJDL2ZBU-429.15.wav,مع الخمسة دالصباح الى فقتي وقلتي خاصني نجيب نقطة زوينة دماغك كيفرز واحد الكمية كبيرة ديال الدوبامين واللي كتجي مع واحد الرغبة قوية باش تحققها 
bskbJDL2ZBU-439.15.wav,وتما غتنوض وغتبقى تقرا تقرا داك الصباح كامل علاش حيت الدوبامين كيكون فيك ماشي فحال الأوقات لخرا طبعا كاينين بزاف 
bskbJDL2ZBU-449.15.wav,حوايج كيوقعو خرين ولكن غنحاول فهاد الفيديو نبعد على داكشي العلمي باش يقدر اي واحد يبقى متبع معايا المهم باقي لي جوج ديال الأفكار فهاد البارتي غندوز عليهم 
bskbJDL2ZBU-459.15.wav,بالزربة باش نمشيو اولا الدومينو ايفيكت يعني حاجة صغيرة كتجبد معاها حاجة كبيرة مثلا ايلا كنتي شي واحد لحياتو مربجة ومكيحافظش على صحتو فإلى مشيتي ودخلتي 
bskbJDL2ZBU-469.15.wav,لصال فغالبا غادي تولي ضرب الحساب للماكلة ومن بعد للنعاس وحاجة كتجر حاجة حتى تلقى راسك محافض على صحتك او مقاد نعاسك او حياتك كاملة غير حيت دخلتي 
bskbJDL2ZBU-479.15.wav,والا فقتي معطل هادشي غيخليك تشوف راسك معقاز غتحس بلي الصباح كامل ضاع وحاجة غتأتر على حاجة وفاللخر دنهار غتلقى راسك ما درتي 
bskbJDL2ZBU-489.15.wav,حتى حاجة ولكن ملي كتفيق مع الخمسة د الصباح فكتبدا تشوف راسك فحال انسان ناجح كتولي تحس براسك درتي شي انجاز على الصباح 
bskbJDL2ZBU-499.15.wav,كتجر حاجة حتى كتولي واحد الإنسان لي مقاد حياتو هادي نقطة النقطة التانية ولي هي لي غنساليو بها هاد البارتي اللولة ولي هي ملي كتفيق مع الخمسة كتكون بوحدك 
bskbJDL2ZBU-509.15.wav,ما كيكونوش حداك الناس السوشال ميديا كتكون ناعسة وما فيها والو هاد ماشي كيخليك تحس بحياتك كيخليك تشوف راسك وتفكر فراسك راه واخا 
bskbJDL2ZBU-519.15.wav,فيق مع الخمسة وتبقى غا جالس ما كدير والو راه مزيان حيت داك الكلاس كيخليك تشوف حياتك فين غادا وعاد راه الى فقتي بكري فما كتجيكش 
bskbJDL2ZBU-529.15.wav,لقانة باش تهز التيليفون حيت ما عندها تا معنى تفيق على النبوري باش تدخل لانستغرام فهنا فين كتبدا شوية تعيق براسك وهاد الوقيتة ديال الصباح 
bskbJDL2ZBU-539.15.wav,تكون الوقيتة ديالك بوحدك صافي وما ديال حتى واحد خور والا عرفتي كيفاش تخدم هاد الوقيتة ديال الصباح فراك غتربح النهار كامل وبالتالي 
bskbJDL2ZBU-549.15.wav,حياتك كاملة وخاصك يكون عندك واحد الروتين صباحي صحي ومقاد شنو هو هاد الروتين هادشي لي غنشوفو في البارتي الثانية ديال الفيديو ملي كنهضر على 
bskbJDL2ZBU-568.0.wav,على نهارك اذا غنبداو بعدا بديك الساعة اللولة للي غتفيق فيها الكاتب كيسميها الفيكتوري اور ساعة النصر وكيقسمها على تلاتة 
bskbJDL2ZBU-578.0.wav,عشرين دقيقة عشرين دقيقة عشرين دقيقة عشرين دقيقة اللولة كيقوليك خاصك دير فيها الرياضة والى باقيين عاقلين قبيلا هضرنا على الأصل ديال الإنسان اش قلنا شحال هادي رجل الكهف مع كان كيفيق كيمشي 
bskbJDL2ZBU-591.0.wav,ولا يخدم باش يجيب ما ياكل يعني كيبدا نهار وبواحد المجهود قبل حتى ما يفطر وهادشي هو واللي خاصك ديرو كل نهار اول حاجة خاصك ديرها في الصباح ملي يلاه تفيق هي دير 
bskbJDL2ZBU-601.0.wav,واحد المجهود لمدة عشرين دقيقة وعارف عارف بلي بزاف ما غيقدروش يديروها كنحس بيكم حيت ماشي شي حاجة لي ساهلة ولكن اللي مهم هو ان الدماغ في الصباح خاصو ياكتيفي الغريزة ديال انه النهار راه بدا 
bskbJDL2ZBU-615.1.wav,كاين واحد الحل خور وهو دوش بالما بارد حيت ملي غدخل وغينزل عليك داك الما الجسم ديالك مغيعرف اش واقع وغينوض ويقول ااه 
bskbJDL2ZBU-625.1.wav,ااه ااشش هادشي وغايفيق من النعاس اولا تقدر بكل بساطة تبقى تجبد تقدر غير تقلب في يوتوب على مورنين يوغا روتين ولا شي حاجة فحال هاكا 
bskbJDL2ZBU-635.1.wav,المهم قلب على اليوغا وصافي وشي حاجة تكون ساهلة المهم ديك العشرين دقيقة اللولة خاص الجسم ديالك كيدير مجهود ولكن عنداك يزغبك الله او تهز التليفون ولا تدخل سوشال ميديا اولا 
bskbJDL2ZBU-648.05.wav,ألعاب حيت هدا كيكون مجهود ذهني ومجهود لي كبير ولي غينقص ليك لينيرجي عشرين دقيقة التانية الكاتب كيقولك هادي ديال التأمل والى بغيتي 
bskbJDL2ZBU-659.15.wav,يسمع لي انا فخليها غير عشرة دقايق ولا ربع ساعة ماكسيموم حيت ماشي شي حاجة لي كاتستحق وقت كبير وانا عارف بلي وخا نبقى نهضر من هنا حتى لغدا على هاد التأمل 
bskbJDL2ZBU-669.15.wav,راه فحال الى كانخوي الما على الرملة داكشي علاش ماغانصدعش راسي معاها ولكن الى بغيتي تصلي الفجر يعني فبلاصة ما دير لميديتاصيون تنوض وتصلي الفجر حتى هاديك 
bskbJDL2ZBU-679.15.wav,مزيانة وعاد راه تقدر تكون حسن حيت حتى الدين داخل فهادشي ديال التأمل المهم من بعد عشرين دقيقة ديال المجهود خود واحد الوقيتة على ود التأمل ومن موراها وآخر عشرين 
bskbJDL2ZBU-689.15.wav,دقيقة كيجي الوقت للسيلف ايمبروفمنت كتحاول طور من راسك تعلم شي حاجة جديدة تقرا شي كتاب تفرج فشي فيديو ولا شي محاضرة ولا تسمع شي بودكاست 
bskbJDL2ZBU-699.15.wav,المهم خودلك واحد العشرين دقيقة خاصة بهادشي ملي غتسالي هاد ساعة النصر كيما كيسميها الكاتب غادي تجي الوقيتة ديال الخدمة ولا القراية هنا 
bskbJDL2ZBU-709.15.wav,مخصكش تخدم اي خدمة كيما كانت حيت شوف دابا كاينين جوج انواع ديال الخدمات كاين الكريياتيف وورك وكاين الهارد وورك الهارد وورك هو الخدمة اللي محتاجة 
bskbJDL2ZBU-719.15.wav,ولي محتاجة لمجهود وما محتاجاش التفكير تقدر تكون هي دوز النهار كامل جالس فكرسي فشي شركة وكاطابي شي حاجة تقدر تكون هي دوز النهار كامل 
bskbJDL2ZBU-729.15.wav,خدام فشي ريسطو كطيب المهم اي حاجة كطلب المجهود او ماشي تخدام دلعقل وعندنا الكريياتيف وورك فحال متلا دابا انا ملي كنت كنكتب 
bskbJDL2ZBU-739.15.wav,الفيديو يعني كنلخص الكتاب هدا كريياتيف وورك حيت مكاينش شي حاجة كنتبعها ولي غتخرج لي الملخص لا كنكتب وكنجيب شي حاجة لي ما كايناش 
bskbJDL2ZBU-749.15.wav,ولكن في المونتاج مثلا الى كنت غندير المونتاج لشي فيديو فما غاديش نحتاج الكريياتيف وورك حيت غتكون غير واحد الخدمة لي كتعاود او صافي او دابا في الصباح ملي يلاه كتفيق 
bskbJDL2ZBU-759.15.wav,احسن خدمة تقدر تبدا بها هي لكريياتيف وورك علاش حيت في الصباح لكريياتيف وورك غادي ياخد لك وقت اقل وغيخرج بطريقة احسن 
bskbJDL2ZBU-769.15.wav,فحال هارد وورك يعني انا غندير المونتاج فالمونطاج اللي غنديرو مع السبعة دلعشية هو نفس المونطاج لي غنديرو مع الخمسة د الصباح فما عنديش علاش نضيع الوقيتة د الصباح على والو 
bskbJDL2ZBU-779.15.wav,علاش نضيع الوقيتة د الصباح على ودو ولكن الكتابة الى كتبتها في الصباح غادي تالي منها دغيا او غتكون احسن الى كنتي كتقرا فإلى بغيتي تقرا شي درس 
bskbJDL2ZBU-789.15.wav,وكان خاصك تفرج فشي كورس في يوتوب وتبع معاه فهادي حاجة مزيانة ولكن فنفس في الوقت واحد الحاجة لي مكطلبش منك تخدم الدكاء فيها صافي غطلق فيديو 
bskbJDL2ZBU-799.15.wav,غتتبعو وغدير داكشي معاه ولكن فليزيكزيخسيس تما خاصك تفكر تما خاصك تبقى تحمق راسك داكشي علاش التمارين خليهم للصباح 
bskbJDL2ZBU-809.15.wav,دابا خاصك تكون عرفتي علاش خاصك تفيق في الصباح بكري وشنو دير ملي تفيق ولكن كيفاش غتفيق هادشي اللي غنهضرو عليه فالبارتي التالتة من الفيديو غادي نعطيك دابا داكشي لي دير باش تقدر تفيق في الصباح 
bskbJDL2ZBU-826.2.wav,فلول غنهضرو على ليبازيك الأساسيات وداكشي لي قالو الكاتب ومن بعد غنعطيك واحد الطريقة من الاختراع ديالي وصلت ليها غير انا من خلال التفكير والتجربة 
bskbJDL2ZBU-836.2.wav,او بصح صدقاتلي او كان عندها واحد الدور كبير باش قاديت نعاسي واخا هي ماشي عملية بزاف وكتاخد الوقت ولكن ساهلة اذن اول حاجة لي غنقولها لك 
bskbJDL2ZBU-846.2.wav,غيقولها لك الكاتب وغيقولها لك اي واحد غيهضر على النعاس هي خاصك ضربك شوية ديال الشمش الضو دالشمش هو المسؤول على افراز الميلاتونين فالليل وبالمناسبة 
bskbJDL2ZBU-856.2.wav,الناس اللي ضايع لهم نعاس بزاف يعني النعاس مقلوب تقدرو تشريو هاد الميلاتونين حبوب يعني كينات من البارافارماسي او كتبقى تشربهم لواحد المدة ديال شهر 
bskbJDL2ZBU-866.2.wav,ماكسيموم او صافي كتقاد ليك نعاسك حسن من كينة دالنعاس ولا دوك الدوايات المهم ما علينا فالنهار حاول تستافد من الضو د الشمش وواحد الحاجة اللي كنت كنديرها شحال هادي 
bskbJDL2ZBU-876.2.wav,كنت كندوز النهار كامل في الضلمة يعني فينما نشوف شي شرجم كنمشي نسدو كنخلي لي حتال الليل عاد كنخرج على برا وهادي واحد الحاجة الى كنتي حتى نتا كديرها فغالبا مغتكون 
bskbJDL2ZBU-886.2.wav,كتفيق في الصباح عيان المهم حاول ما امكن تلاقى مع الضو د الشمش وخا ماشي ضروري دوك الأشعة غير الضو باركة هادي من جهة من جهة خرى حاول فالليل غير توصل 
bskbJDL2ZBU-896.2.wav,تسعود ونص تمشي تخشى فناموسيتك صافي ضرب تسعود ونص نوض وبدا تلبس ولا دوش باش تنعس وهادي تقدر تلقى مشكلة فيها حتى هي حيت كاينين بزاف 
bskbJDL2ZBU-906.2.wav,اللي مولفين النعاس مع الجوج التلاتة يعني غاتجيهم صعيبة ولكن سمع هادي مزيان تنعس بالليل وتفيق بالنهار هادي طبيعة بشرية هاكا نتا ولا نتي 
bskbJDL2ZBU-916.2.wav,مصنوعين يعني راه متصورش شحال ساهل تقاد نعاسك راه الصراحة انا ما فهمتش علاش كاينين شي وحدين كيبالغو في الهضرة على النعاس وهو راه من بين 
bskbJDL2ZBU-926.2.wav,اسهل الحوايج اللي تقدر تقادهم درت واحد الفيديو فالشين الرئيسية المهم الأغلبية راكم ديجا عارفينها غير سير اليوتيب وقلب على اوساجي بالعربية ولا بالفرونسي 
bskbJDL2ZBU-936.2.wav,وغا تلقاها وراه هضرت غا مؤخرا على النعاس وكيفاش تصايبو هضرت على داكشي بالتفصيل المهم واحد الفكرة خرى عاود حاول كل نهار 
bskbJDL2ZBU-946.2.wav,تبقى تفيق نفس الوقيتة ما تاخدش شي نهار الراحة داك آآ احقا السبت والحد نرتاح ما كاينش هادشي راه غير غتخرج على السيستيم ديالك وصافي حاول على الأقل 
bskbJDL2ZBU-956.2.wav,تبزز على راسك تبقى هاكا واحد وعشرين يوم او كون متأكد بلي من مورا را ما غتبقاش عندك كاع المشكلة تفيق المهم هادشي كامل را هضرت عليه فالفيديو دالنعاس 
bskbJDL2ZBU-966.2.wav,الشين الرئيسية ديالي وغنزيدكم دابا اخر حاجة واللي قلت ليكم بلي ختارعتها غا انا وهي غتهز التيليفون ديالك وغدخل للالاغم 
bskbJDL2ZBU-976.2.wav,وغدير خمسة ديال السونيطات واحد مع الخمسة ولاخر مع الخمسة والدقيقة خمسة وجوج دقايق خمسة وتلاتة خمسة وربعة خمسة وخمسة دقايق وتخليه كل نهار يصوني 
bskbJDL2ZBU-986.2.wav,ديك الوقيتة بيان سوغ راك غتفيق وغطفيه وغترجع تنعس هادي باينة وتقدر كاع ما تحسش براسك ملي تكون كطفيه ولكن دماغك راه كيحس الى بقيتي هاكا 
bskbJDL2ZBU-996.2.wav,انهار كتفيق مع الخمسة اطفي التيليفون ديالك او ترجع تنعس فاللول تقدر اضرك اشوي ولكن غيجي واحد النهار يعني واحد تلاتة السيمانات ماكسيموم غادي تولي ضربك 
bskbJDL2ZBU-1006.2.wav,الفيقة بوحدك مع الخمسة وغتفيق شابع نعاس بلا ما تحس حيت الساعة البيولوجية اللي لداخل فيك ملي كتوصل للخمسة دماغك كيعرف بلي راه ديك الوقيتة خاصك تفيق 
bskbJDL2ZBU-1016.2.wav,فيها وكيفيقك هادي غتسهل عليك بزاف الفياق وهادي بالتجربة يعني ماشي غير كنهضر وجربتها ما مرة ما جوج وديما كتعطي نتائج 
bskbJDL2ZBU-1026.2.wav,او تما ملي غتولي تفيق مع الخمسة غتجيك ساهلة تنعس بكري او غيولي خاصك غير ضرب على الروتين الصباحي او باش نزيدو اخر فكرة الى كنتي بصح 
bskbJDL2ZBU-1037.15.wav,ناوي دخل لهاد النادي الخامسة صباحا فحاول تلقى شي هدف لي تخدم عليه لمدة تسعين يوم وتخدم عليه فديك الوقيتة ديال الصباح فحال تعلم لغة جديدة 
bskbJDL2ZBU-1047.15.wav,تخدم فشي في دومين فالإنترنت تخدم على شي شان في يوتوب المهم كل نهار تسعين دقيقة في الصباح لمدة تسعين يوم دير هادي فبالك المهم سالينا البودكاست وعارف بلي هادشي دغيا سالا ولكن حيت الصراحة انا ماشي 
bskbJDL2ZBU-1060.8.wav,فان كبير دهاد الكتاب روبين شارما الكاتب ديال هاد الكتاب كيعجبني ولكن من هاد الكتاب بالخصوص جاني لعب فيه على الماركوتين كتر من المحتوى المهم كاينين 
bskbJDL2ZBU-1070.8.wav,بزاف د الحوايج لي زكلتهم وما هضرتش عليهم الا بغيتي تزيد تعمق كتر فهاد الموضوع فتقدر تشري الكتاب ولا تقراه المهم شوف لي بغيتي حيت اصلا غير الفكرة ديال انك تبقى كالس 
bskbJDL2ZBU-1080.8.wav,جالس كتر من خمسة سوايع كتقرا على الفياق مع الخمسة د الصباح غير هادي راه غتسهل عليك هاد العملية كاملة المهم ما علينا الى درتي لايك غتكون دعمتيني بزاف 
Csn1wSVKbrk-0.3.wav, صديقي صديقتي اخي اختي ربط سبرديلة ديالك مزيان واجي نطلعو انا وياك فواحد الجبل هاد الجبل هادا هو الشخصية ديالك الكتاب داليوما هو ذ ماونتن 
Csn1wSVKbrk-10.3.wav,از يو فالكتاب دليوما غادي نشوفو واحد الدليل عملي على كيفاش تولي واحد البطل خارق ولكن بلاتي الى كنتي تفرجتي فشي فيلم ديال شي بطل خارق غتكون عارف
Csn1wSVKbrk-20.3.wav,ديما هاد البطل خاصو يغلب واحد الشخصية شريرة فشكون هي هاد الشخصية هاد شخصية ساكن فيك لداخل هاد الشخصية هي سيلف صابوطاج هاد الشخصية 
Csn1wSVKbrk-30.3.wav,هي واحد خونا ساكن فيك لداخل لي فينما كتكون ناوي دير شي لعيبة مهمة كيبدا يوسوس ليك فودنك ويقولك نتا واش من نيتك اصعيبة اخليك ناعس لا لا بزاف عليك هاد خونا اليوم غنقتلوه الكتاب د اليوما هو فحال دليل 
Csn1wSVKbrk-45.3.wav,باش انك تعيش الحياة اللي باغي نتا ولا نتي وتغلب هاد السيلف صابوطاج اللي ساكن فيك طولت عليك في المقدمة ياك خلينا ندخلو في الشابتر لول من الفيديو ونهضرو على شكون 
Csn1wSVKbrk-55.3.wav,هاد خونا لي ساكن فيك لداخل وشكون هو هاد سيلف صابوطاج كاملين بنا نهار تزادينا كلما كبرنا كلما كبر واحد خونا فينا هاد خونا هذا دماغنا هو لي صوبو لينا صاوبو لينا باش يحمينا من داكشي لي كيخلعنا  
Csn1wSVKbrk-70.85.wav,من البحر نهار غدخل ليه هاد خونا لي فيك لداخل غيبقا كيقوليك تا فيناوا غادي رجع رجع ماتزعمش حتى لهنا هادشي باقي مزيان غير هو هاد خونا لي ساكن في
Csn1wSVKbrk-80.85.wav,ما فاهمش الحياة مزيان اي حاجة كتخاف منها كيبدا يبعدك منها بلا ما يتسوق للأضرار هاد الحالة هادي لي كيكون الهروب ديالك فيها فيه بزاف ديال الأضرار 
Csn1wSVKbrk-90.85.wav,كتسمى سيلف صابوطاج مثال عليها هو انك مثلا انت ولا نتي من الوحدة كتخاف تبقى بوحدك فااش كيدير هاد خونا لي ساكن فيك كيشد 
Csn1wSVKbrk-100.85.wav,او كيبزز عليك تبقى فدوك العلاقات لي طوكسيك يعني دوك العلاقات السامة لي كيخرجو ليك على حياتك كتبقى فيهم حيت خايف انك تقطعهم وتسالى بيك بوحدك 
Csn1wSVKbrk-110.85.wav,كنتي كتخاف من الفشل فمغاديش دير محاولات باش انك تبدا شي مشروع ولا انك دفع الخدامي لي بغيتيهم الى كنتي كتخاف من انك تكون مكروه كتبدا ضاهر او تعامل 
Csn1wSVKbrk-120.85.wav,ماشي هي الشخصية ديالك هادي فهمناها دابا السؤال هو علاش كتخاف كتخاف حيت معندكش واحد الحاجة كتسميها الكاتبة مي سكليلز 
Csn1wSVKbrk-130.85.wav,مي سكيلز هي واحد الشكارة هزها معاك فيها شي مهارات كتحتاجهم في الحياة متلا تقدر تكون كتخاف من الوحدة حيت معندكش ديك المهارة ديال انك تشبع الجانب ل 
Csn1wSVKbrk-140.85.wav,العاطفي ديالك بوحدك تقدر تكون كتخاف من الفشل حيت مكتيقش فراسك تقدر تكون كتخاف من انك تكون مكروه حيت كتفتاقد المهارة ديال حب الذات فباش تقدر 
Csn1wSVKbrk-150.85.wav,تغلب هاد خونا لي ساكن فيك لداخل خاصك تغلب المخاوف ديالك يعني خاص ديك الشكارة ديال المهارات تكون عامرة وماتخافش هادشي عاد غانهضرو عليه من بعد 
Csn1wSVKbrk-160.85.wav,غا تبع معايا خليني غير نهضر معاك على واحد الفكرة خرى عاوتاني هضرات عليها الكاتبة ملي كتشرح هاد سيلف صابوطاج وهي الشكارة ديالك خاوية بسبب الظروف لي عشتيها 
Csn1wSVKbrk-170.85.wav,حياتك يعني تقدر متلا ملي كنتي صغير مكانتش عندك علاقة مزيانة مع باك او هادشي اثر على النيفو ديال الثقة ديالك فراسك وفحب الذات وكاين واحد الكتاب خور 
Csn1wSVKbrk-180.85.wav,سميتو اوايكن ذ جاين ويذين ديال توني روبنز حتا هو كيهضر على هاد القضية وكيأكد هاد المسألة ديال ان الماضي كيلعب دور كبير والظروف لي عشتيها في الماضي كتساهم فهاد السيلف 
Csn1wSVKbrk-190.85.wav,صابوطاج ولكن شوف بغيتي تسمعني هادشي كامل تخربيق في تخربيق تا شمن ماضي وشمن ظروف هادشي كامل غاداك التخربيق ديال التنمية
Csn1wSVKbrk-200.85.wav,البشرية وداكشي اللي كيبغيو يبردو بيك عليه الماضي مات صافي داكشي كامل مات اللي كان هو الحاضر شوف راسك دابا ونوض وبدل حياتك براسك نوض ربي راسك براسك 
Csn1wSVKbrk-210.85.wav,وتقاتل مع راسك انت هو المسؤول على حياتك وعلى مستقبلك العالم يعاودها لمخو المهم خلاصة من هادشي كامل السيلف صابوطاج هو فحال داك العكاز اللي كتخدمو 
Csn1wSVKbrk-220.85.wav,باش تهرب من المخاوف ديالك فبلاصة ما تبقى غادي بالعكاز نوض داوي رجلك نوض عمر ديك الشكارة ديال مي سكليلز وحبس هاد الروينة كاملة اذن كيفاش تحل المشكل 
Csn1wSVKbrk-230.85.wav,كاينين جوج خطوات صافي خلينا ندخلو لشابتر الثاني من الفيديو ونهضرو على الخطوة اللولة اول خطوة هي ايدنتيفيكايشن هاد الكلمة هادي المعنى ديالها 
Csn1wSVKbrk-242.6.wav,يعني كتحدد الهوية ديال شي حاجة متلا نهار كتمشي للبنكة كيقولك عطيني لاكارط ناسيونال ديالك ديك لاكارط ناسيونال هي لايدنتيفيكايشن ديالك 
